Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"Giao đúng màu đúng mẫu ,chuẩn size nhé Giao hàng nhanh Shipper thân thiện Sẽ quay lại ủng hộ lần sau nhé 👍",-1,1,-1,-1,1,1,1,-1,"giao đúng màu đúng mẫu ,chuẩn size nhé giao hàng nhanh shiper thân thiện sẽ quay lại ủng hộ lần sau nhé","['▁gi', 'ao', '▁đ', 'úng', '▁màu', '▁đ', 'úng', '▁m', 'ẫu', '▁,', 'chu', 'ẩn', '▁size', '▁nhé', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁sh', 'ip', 'er', '▁th', 'ân', '▁th', 'iện', '▁sẽ', '▁qu', 'ay', '▁l', 'ại', '▁ủng', '▁hộ', '▁l', 'ần', '▁s', 'au', '▁nhé']","[0, 33, 44, 8, 208, 484, 8, 208, 9, 869, 171, 7177, 375, 1082, 228, 33, 44, 13, 79, 87, 7, 223, 648, 267, 12, 91, 12, 263, 237, 37, 46, 10, 63, 716, 416, 10, 76, 19, 172, 228, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp quá luôn ý shop ạ. Asia thì quá bền rồi từ giày đến dép. Dáng đi vào cổ điển mà tôn lắm luôn ý mn ạ. Rẻ nhưng quá chất lượng luôn ý mn mua luôn đii,1,-1,1,1,-1,-1,1,-1,giày đẹp quá luôn ý shop ạ. asia thì quá bền rồi từ giày đến dép. dáng đi vào cổ điển mà tôn lắm luôn ý mọi người ạ. rẻ nhưng quá chất lượng luôn ý mọi người mua luôn đi,"['▁gi', 'ày', '▁đ', 'ẹp', '▁quá', '▁luôn', '▁ý', '▁shop', '▁ạ', '.', '▁as', 'ia', '▁thì', '▁quá', '▁b', 'ền', '▁r', 'ồi', '▁từ', '▁gi', 'ày', '▁đ', 'ến', '▁d', 'ép', '.', '▁d', 'áng', '▁đi', '▁vào', '▁cổ', '▁đi', 'ển', '▁mà', '▁t', 'ôn', '▁l', 'ắm', '▁luôn', '▁ý', '▁m', 'ọi', '▁ng', 'ười', '▁ạ', '.', '▁rẻ', '▁như', 'ng', '▁quá', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁luôn', '▁ý', '▁m', 'ọi', '▁ng', 'ười', '▁mua', '▁luôn', '▁đi']","[0, 33, 193, 8, 165, 115, 166, 394, 308, 155, 14660, 3023, 457, 61, 115, 14, 418, 24, 80, 255, 33, 193, 8, 195, 22, 728, 14660, 22, 207, 48, 239, 1152, 48, 636, 50, 6, 118, 10, 178, 166, 394, 9, 301, 23, 92, 155, 14660, 752, 65, 4, 115, 11, 51, 10, 69, 4, 166, 394, 9, 301, 23, 92, 183, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Nó to hơn mình tưởng tượng, lúc về cái mũi giày hơi móp nhưng chắc do vận chuyển. Có miếng nhựa giữ fom giày luôn á 🫰🏻🫰🏻",-1,0,-1,-1,2,1,0,-1,"nó to hơn mình tưởng tượng, lúc về cái mũi giày hơi móp nhưng chắc do vận chuyển. có miếng nhựa giữ fom giày luôn á","['▁nó', '▁to', '▁h', 'ơn', '▁m', 'ình', '▁t', 'ưở', 'ng', '▁t', 'ượ', 'ng', ',', '▁l', 'úc', '▁về', '▁cái', '▁mũi', '▁gi', 'ày', '▁h', 'ơi', '▁m', 'óp', '▁như', 'ng', '▁ch', 'ắc', '▁do', '▁v', 'ận', '▁ch', 'uy', 'ển', '.', '▁có', '▁m', 'iế', 'ng', '▁nh', 'ựa', '▁giữ', '▁f', 'om', '▁gi', 'ày', '▁luôn', '▁á']","[0, 88, 270, 13, 124, 9, 39, 6, 396, 4, 6, 69, 4, 14665, 10, 150, 206, 131, 1657, 33, 193, 13, 74, 9, 1116, 65, 4, 11, 181, 452, 15, 138, 11, 43, 636, 14660, 41, 9, 57, 4, 18, 1022, 1278, 281, 606, 33, 193, 166, 247, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Hàng đẹp lắm luôn á mn , sẽ mua ủng hộ shop nhất có thể",-1,-1,1,-1,-1,-1,1,-1,"hàng đẹp lắm luôn á mọi người , sẽ mua ủng hộ shop nhất có thể","['▁h', 'àng', '▁đ', 'ẹp', '▁l', 'ắm', '▁luôn', '▁á', '▁m', 'ọi', '▁ng', 'ười', '▁,', '▁sẽ', '▁mua', '▁ủng', '▁hộ', '▁shop', '▁nh', 'ất', '▁có', '▁thể']","[0, 13, 79, 8, 165, 10, 178, 166, 247, 9, 301, 23, 92, 171, 237, 183, 716, 416, 308, 18, 51, 41, 338, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hơi dơ một tí dí lỗi nữa lót giày mềm đy okee lémm,-1,-1,0,1,-1,-1,0,-1,hơi dơ một tí dí lỗi nữa lót giày mềm đy oke lém,"['▁h', 'ơi', '▁dơ', '▁m', 'ột', '▁tí', '▁dí', '▁l', 'ỗi', '▁n', 'ữa', '▁l', 'ót', '▁gi', 'ày', '▁mềm', '▁đy', '▁oke', '▁l', 'ém']","[0, 13, 74, 2924, 9, 214, 746, 3521, 10, 329, 16, 174, 10, 1357, 33, 193, 1430, 7242, 2061, 10, 1155, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng đẹp nha. Cảm ơn shop rất nhiều.,-1,-1,1,-1,-1,-1,1,-1,hàng đẹp nha. cảm ơn shop rất nhiều.,"['▁h', 'àng', '▁đ', 'ẹp', '▁nha', '.', '▁cảm', '▁ơn', '▁shop', '▁r', 'ất', '▁nh', 'iều', '.']","[0, 13, 79, 8, 165, 87, 14660, 352, 450, 308, 24, 51, 18, 167, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày chắc chắn, với giá này quá ưng luôn, mọi người nên mua nha",-1,-1,-1,1,-1,-1,1,-1,"giày chắc chắn, với giá này quá ưng luôn, mọi người nên mua nha","['▁gi', 'ày', '▁ch', 'ắc', '▁ch', 'ắn', ',', '▁v', 'ới', '▁giá', '▁này', '▁quá', '▁ưng', '▁luôn', ',', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ên', '▁mua', '▁nha']","[0, 33, 193, 11, 181, 11, 307, 14665, 15, 54, 224, 75, 115, 1154, 166, 14665, 9, 301, 23, 92, 16, 31, 183, 87, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng ko đc đẹp shop tận tình nhưng may vẫn bị rách giày nha bên trong ko đc chắc nắm lỗ xỏ dây giày cx ko chắc,-1,-1,0,0,-1,1,0,-1,hàng không được đẹp shop tận tình nhưng may vẫn bị rách giày nha bên trong không được chắc nắm lỗ xỏ dây giày cũng không chắc,"['▁h', 'àng', '▁kh', 'ông', '▁đ', 'ược', '▁đ', 'ẹp', '▁shop', '▁t', 'ận', '▁t', 'ình', '▁như', 'ng', '▁m', 'ay', '▁v', 'ẫn', '▁bị', '▁r', 'ách', '▁gi', 'ày', '▁nha', '▁b', 'ên', '▁tr', 'ong', '▁kh', 'ông', '▁đ', 'ược', '▁ch', 'ắc', '▁n', 'ắm', '▁lỗ', '▁xỏ', '▁d', 'ây', '▁gi', 'ày', '▁c', 'ũng', '▁kh', 'ông', '▁ch', 'ắc']","[0, 13, 79, 25, 38, 8, 103, 8, 165, 308, 6, 138, 6, 39, 65, 4, 9, 46, 15, 213, 199, 24, 391, 33, 193, 87, 14, 31, 26, 68, 25, 38, 8, 103, 11, 181, 16, 178, 2194, 7952, 22, 145, 33, 193, 5, 93, 25, 38, 11, 181, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày siêu đẹp nha nhưng lưu ý mn nếu muốn mang vừa luôn thì lùi lại 1size còn thích thoải mái thì mang theo size mình thường mua shop bán giá giày rẻ đẹp chắc rủ cả làng đi mua,1,-1,1,-1,-1,-1,1,-1,giày siêu đẹp nha nhưng lưu ý mọi người nếu muốn mang vừa luôn thì lùi lại 1size còn thích thoải mái thì mang theo size mình thường mua shop bán giá giày rẻ đẹp chắc rủ cả làng đi mua,"['▁gi', 'ày', '▁s', 'iêu', '▁đ', 'ẹp', '▁nha', '▁như', 'ng', '▁l', 'ưu', '▁ý', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ếu', '▁muốn', '▁m', 'ang', '▁v', 'ừa', '▁luôn', '▁thì', '▁l', 'ùi', '▁l', 'ại', '▁1', 'si', 'ze', '▁c', 'òn', '▁th', 'ích', '▁tho', 'ải', '▁m', 'ái', '▁thì', '▁m', 'ang', '▁th', 'eo', '▁size', '▁m', 'ình', '▁th', 'ườ', 'ng', '▁mua', '▁shop', '▁b', 'án', '▁giá', '▁gi', 'ày', '▁rẻ', '▁đ', 'ẹp', '▁ch', 'ắc', '▁rủ', '▁cả', '▁là', 'ng', '▁đi', '▁mua']","[0, 33, 193, 19, 359, 8, 165, 87, 65, 4, 10, 800, 394, 9, 301, 23, 92, 16, 385, 360, 9, 86, 15, 320, 166, 61, 10, 511, 10, 63, 303, 4687, 949, 5, 119, 12, 210, 535, 99, 9, 205, 61, 9, 86, 12, 254, 1082, 9, 39, 12, 196, 4, 183, 308, 14, 280, 224, 33, 193, 752, 8, 165, 11, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Giầy mình nhận được bị ngả vàng, ko biết tại sao lại ngả vàng nữa, size chuẩn nhma màu vàng ngà này nhìn cứ như giầy cũ á",-1,-1,0,-1,1,-1,0,-1,"giày mình nhận được bị ngả vàng, không biết tại sao lại ngả vàng nữa, size chuẩn nhưng mà màu vàng ngà này nhìn cứ như giày cũ á","['▁gi', 'ày', '▁m', 'ình', '▁nh', 'ận', '▁đ', 'ược', '▁bị', '▁ngả', '▁và', 'ng', ',', '▁kh', 'ông', '▁b', 'iết', '▁t', 'ại', '▁s', 'ao', '▁l', 'ại', '▁ngả', '▁và', 'ng', '▁n', 'ữa', ',', '▁size', '▁chu', 'ẩn', '▁như', 'ng', '▁mà', '▁màu', '▁và', 'ng', '▁ngà', '▁này', '▁nh', 'ìn', '▁cứ', '▁như', '▁gi', 'ày', '▁cũ', '▁á']","[0, 33, 193, 9, 39, 18, 138, 8, 103, 199, 10168, 62, 4, 14665, 25, 38, 14, 152, 6, 63, 19, 44, 10, 63, 10168, 62, 4, 16, 174, 14665, 1082, 429, 375, 65, 4, 50, 484, 62, 4, 12383, 75, 18, 300, 298, 65, 33, 193, 1138, 247, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày đẹp shop bán hàng chất lượng shipper thì khỏi phải chê 5 sao,-1,1,1,1,-1,-1,1,-1,giày đẹp shop bán hàng chất lượng shiper thì khỏi phải chê 5 sao,"['▁gi', 'ày', '▁đ', 'ẹp', '▁shop', '▁b', 'án', '▁h', 'àng', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁sh', 'ip', 'er', '▁thì', '▁kh', 'ỏi', '▁ph', 'ải', '▁chê', '▁5', '▁s', 'ao']","[0, 33, 193, 8, 165, 308, 14, 280, 13, 79, 11, 51, 10, 69, 4, 223, 648, 267, 61, 25, 314, 35, 99, 1266, 253, 19, 44, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giập hàng cẩn thận, shop đóng gói kỹ , giày đẹp, nên mua nha mọi người......",-1,1,1,-1,-1,1,1,-1,"giập hàng cẩn thận, shop đóng gói kỹ , giày đẹp, nên mua nha mọi người......","['▁gi', 'ập', '▁h', 'àng', '▁c', 'ẩn', '▁th', 'ận', ',', '▁shop', '▁đó', 'ng', '▁g', 'ói', '▁kỹ', '▁,', '▁gi', 'ày', '▁đ', 'ẹp', ',', '▁n', 'ên', '▁mua', '▁nha', '▁m', 'ọi', '▁ng', 'ười', '..', '..', '..']","[0, 33, 332, 13, 79, 5, 375, 12, 138, 14665, 308, 136, 4, 20, 313, 1452, 171, 33, 193, 8, 165, 14665, 16, 31, 183, 87, 9, 301, 23, 92, 187, 187, 187, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng xinh xĩu.. Shop giao hàng nhanh sẽ ủng hộ lâu dài 5 ⭐️ cho shop,-1,1,1,-1,-1,-1,1,-1,hàng xinh xĩu.. shop giao hàng nhanh sẽ ủng hộ lâu dài 5 cho shop,"['▁h', 'àng', '▁x', 'inh', '▁x', 'ĩu', '..', '▁shop', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', '▁sẽ', '▁ủng', '▁hộ', '▁l', 'âu', '▁d', 'ài', '▁5', '▁cho', '▁shop']","[0, 13, 79, 34, 81, 34, 3624, 187, 308, 33, 44, 13, 79, 87, 7, 237, 716, 416, 10, 101, 22, 96, 253, 71, 308, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng dùng rất là ok luôn đi lên chân chất cực ok lắm luôn dễ phối đồ,-1,-1,-1,-1,-1,-1,2,-1,hàng dùng rất là ổn luôn đi lên chân chất cực ổn lắm luôn dễ phối đồ,"['▁h', 'àng', '▁d', 'ùng', '▁r', 'ất', '▁là', '▁ổn', '▁luôn', '▁đi', '▁l', 'ên', '▁ch', 'ân', '▁ch', 'ất', '▁c', 'ực', '▁ổn', '▁l', 'ắm', '▁luôn', '▁dễ', '▁ph', 'ối', '▁đồ']","[0, 13, 79, 22, 159, 24, 51, 29, 645, 166, 48, 10, 31, 11, 91, 11, 51, 5, 275, 645, 10, 178, 166, 463, 35, 242, 591, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giày wá đẹp,-1,-1,1,-1,-1,-1,1,-1,giày quá đẹp,"['▁gi', 'ày', '▁quá', '▁đ', 'ẹp']","[0, 33, 193, 115, 8, 165, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giá rẻ, giao hàng nhanh, from giày cũng ok, giá này k đòi hỏi gì",1,1,1,-1,-1,-1,1,-1,"giá rẻ, giao hàng nhanh, from giày cũng ổn, giá này không đòi hỏi gì","['▁giá', '▁rẻ', ',', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁fr', 'om', '▁gi', 'ày', '▁c', 'ũng', '▁ổn', ',', '▁giá', '▁này', '▁kh', 'ông', '▁đ', 'òi', '▁h', 'ỏi', '▁gì']","[0, 224, 752, 14665, 33, 44, 13, 79, 87, 7, 14665, 1623, 606, 33, 193, 5, 93, 645, 14665, 224, 75, 25, 38, 8, 753, 13, 314, 143, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Giá rẻ thôi Nhưng giày đi được nhé Đợi giao hàng quốc tế lâu lắm Giày đi êm nha,1,0,-1,1,-1,-1,0,-1,giá rẻ thôi nhưng giày đi được nhé đợi giao hàng quốc tế lâu lắm giày đi êm nha,"['▁giá', '▁rẻ', '▁th', 'ôi', '▁như', 'ng', '▁gi', 'ày', '▁đi', '▁đ', 'ược', '▁nhé', '▁đ', 'ợi', '▁gi', 'ao', '▁h', 'àng', '▁qu', 'ốc', '▁tế', '▁l', 'âu', '▁l', 'ắm', '▁gi', 'ày', '▁đi', '▁êm', '▁nha']","[0, 224, 752, 12, 78, 65, 4, 33, 193, 48, 8, 103, 228, 8, 639, 33, 44, 13, 79, 37, 372, 980, 10, 101, 10, 178, 33, 193, 48, 1526, 87, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày khá đẹp ok xứng với giá tiền, nhưng mà mấy cái lỗ xỏ giày chê nha. Ai muốn đi thoải mái thì mua nhích lên 1 size. Đáng để mua nha mn.",-1,-1,1,-1,-1,-1,1,-1,"giày khá đẹp ổn xứng với giá tiền, nhưng mà mấy cái lỗ xỏ giày chê nha. ai muốn đi thoải mái thì mua nhích lên 1 size. đáng để mua nha mọi người.","['▁gi', 'ày', '▁khá', '▁đ', 'ẹp', '▁ổn', '▁x', 'ứng', '▁v', 'ới', '▁giá', '▁t', 'iền', ',', '▁như', 'ng', '▁mà', '▁m', 'ấy', '▁cái', '▁lỗ', '▁xỏ', '▁gi', 'ày', '▁chê', '▁nha', '.', '▁ai', '▁muốn', '▁đi', '▁tho', 'ải', '▁m', 'ái', '▁thì', '▁mua', '▁nh', 'ích', '▁l', 'ên', '▁1', '▁size', '.', '▁đ', 'áng', '▁để', '▁mua', '▁nha', '▁m', 'ọi', '▁ng', 'ười', '.']","[0, 33, 193, 552, 8, 165, 645, 34, 492, 15, 54, 224, 6, 209, 14665, 65, 4, 50, 9, 49, 131, 2194, 7952, 33, 193, 1266, 87, 14660, 265, 360, 48, 535, 99, 9, 205, 61, 183, 18, 210, 10, 31, 303, 1082, 14660, 8, 207, 151, 183, 87, 9, 301, 23, 92, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop giao hàng nhanh, hộp bị móp méo nặng nhưng may không ảnh hưởng đến giày mấy, giày đẹp đi thích.",-1,1,-1,1,-1,0,0,-1,"shop giao hàng nhanh, hộp bị móp méo nặng nhưng may không ảnh hưởng đến giày mấy, giày đẹp đi thích.","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁nha', 'nh', ',', '▁hộp', '▁bị', '▁m', 'óp', '▁m', 'éo', '▁n', 'ặng', '▁như', 'ng', '▁m', 'ay', '▁kh', 'ông', '▁ảnh', '▁h', 'ưở', 'ng', '▁đ', 'ến', '▁gi', 'ày', '▁m', 'ấy', ',', '▁gi', 'ày', '▁đ', 'ẹp', '▁đi', '▁th', 'ích', '.']","[0, 308, 33, 44, 13, 79, 87, 7, 14665, 1084, 199, 9, 1116, 9, 506, 16, 408, 65, 4, 9, 46, 25, 38, 444, 13, 396, 4, 8, 195, 33, 193, 9, 49, 14665, 33, 193, 8, 165, 48, 12, 210, 14660, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
